0325,09/21/2012,M3.5 X 0.60 6H GO / NO GO GAGE,THREAD PLUG GAGE,365,10/13/2024,201,10/14/2022,
0346,06/09/2009,1/2-13 UNC GO/NO GO GAGE 2-B,THREAD PLUG GAGE,365,10/01/2024,189,10/02/2023,
0354,11/06/2012,"0-1"" S-T SPECIAL DISC MIC.",DISC MICROMETER,365,07/02/2024,98,07/03/2023,
0501,09/03/2010,1 1/8-12 UNF-2B MASTERGAGE,THREAD PLUG GAGE,365,04/30/2024,35,05/01/2023,
0510,09/03/2010,7/8-28UN-2B PONAM THD. PLUG GAGE,THREAD PLUG GAGE,365,01/16/2025,296,01/17/2024,
0512,09/03/2010,1/4-18 NPSM 2B WESTERN TOOL,THREAD PLUG GAGE,365,11/08/2024,227,11/09/2023,
0517,03/05/2018,"0-1"" MITUTOYO DIGITAL OUTSIDE M",DIGITAL MICROMETER,365,02/02/2025,313,02/02/2024,
0518,03/05/2018,"0-1"" MITUTOYO DIGITAL OUTSIDE M","0 - 1 "" DIGITAL MICR",365,05/01/2024,36,05/01/2023,
0530,06/06/2009,"1"" FEDERAL DROP INDICATOR",DROP INDICATOR,365,10/01/2024,189,10/02/2023,
0535,06/11/2010,"1-2"" STARRETT OUTSIDE MICROMETER","1-2"" MICROMETER",365,02/28/2025,339,02/02/2024,
0540,09/05/2012,"1"" B&S DROP INDICATOR (.001"")",DROP INDICATOR,365,11/08/2024,227,11/09/2023,
0545,08/12/2011,.7 - 1.4 MITUTOYO INDICATOR,DROP INDICATOR,365,11/12/2024,231,11/13/2023,
0546,11/10/2022,"0 - 6"" Digital Caliper","0"" - 6"" DIGITAL CALI",365,,365,11/09/2023,
10110,04/27/2018,3/8-18 NPT L-1 PLUG GAGE,THREAD PLUG GAGE,1095,06/15/2024,81,06/16/2021,
,,,,,,,,
